V_GS,V_DS,I_DS
7.0,8.6,1.787511
7.0,8.8,1.815399
7.0,9.0,1.841028
7.0,9.200000000000001,1.86395
7.0,9.4,1.883581
7.0,9.600000000000001,1.899135
7.0,9.8,1.90953
7.0,10.0,1.913234
7.2,0.0,-0.0
7.2,0.2,0.04564786
7.2,0.4,0.09123565
7.2,0.6000000000000001,0.1367605
7.2,0.8,0.1822196
7.2,1.0,0.2276096
7.2,1.2,0.2729271
7.2,1.4,0.3181686
7.2,1.6,0.3633302
7.2,1.8,0.4084077
7.2,2.0,0.4533967
7.2,2.2,0.4982925
7.2,2.4,0.5430899
7.2,2.6,0.5877835
7.2,2.8,0.6323674
7.2,3.0,0.6768352
7.2,3.2,0.7211801
7.2,3.4,0.7653946
7.2,3.6,0.8094707
7.2,3.8,0.8533996
7.2,4.0,0.8971719
7.2,4.2,0.9407771
7.2,4.4,0.9842042
7.2,4.600000000000001,1.027441
7.2,4.800000000000001,1.070473
7.2,5.0,1.113286
7.2,5.2,1.155865
7.2,5.4,1.198189
7.2,5.600000000000001,1.240241
7.2,5.800000000000001,1.281997
7.2,6.0,1.323433
7.2,6.2,1.364521
7.2,6.4,1.40523
7.2,6.600000000000001,1.445526
7.2,6.800000000000001,1.48537
7.2,7.0,1.524715
7.2,7.2,1.563513
7.2,7.4,1.601704
7.2,7.600000000000001,1.639222
7.2,7.800000000000001,1.675988
7.2,8.0,1.711913
7.2,8.200000000000001,1.74689
7.2,8.4,1.780792
7.2,8.6,1.813469
7.2,8.8,1.844741
7.2,9.0,1.874384
7.2,9.200000000000001,1.902126
7.2,9.4,1.927623
7.2,9.600000000000001,1.950438
7.2,9.8,1.97
7.2,10.0,1.985548
7.4,0.0,-0.0
7.4,0.2,0.0457141
7.4,0.4,0.09137215
7.4,0.6000000000000001,0.1369716
7.4,0.8,0.1825098
7.4,1.0,0.2279839
7.4,1.2,0.2733908
7.4,1.4,0.3187273
7.4,1.6,0.36399
7.4,1.8,0.4091752
7.4,2.0,0.4542789
7.4,2.2,0.4992971
7.4,2.4,0.5442251
7.4,2.6,0.5890582
7.4,2.8,0.6337912
7.4,3.0,0.6784186
7.4,3.2,0.7229344
7.4,3.4,0.7673322
7.4,3.6,0.8116049
7.4,3.8,0.8557452
7.4,4.0,0.8997448
7.4,4.2,0.943595
7.4,4.4,0.9872862
7.4,4.600000000000001,1.030808
7.4,4.800000000000001,1.074149
7.4,5.0,1.117296
7.4,5.2,1.160237
7.4,5.4,1.202956
7.4,5.600000000000001,1.245436
7.4,5.800000000000001,1.28766
7.4,6.0,1.329608
7.4,6.2,1.371256
7.4,6.4,1.412581
7.4,6.600000000000001,1.453555
7.4,6.800000000000001,1.494146
7.4,7.0,1.53432
7.4,7.2,1.574038
7.4,7.4,1.613254
7.4,7.600000000000001,1.651919
7.4,7.800000000000001,1.689973
7.4,8.0,1.727351
7.4,8.200000000000001,1.763974
7.4,8.4,1.799753
7.4,8.6,1.834581
7.4,8.8,1.868335
7.4,9.0,1.900864
7.4,9.200000000000001,1.93199
7.4,9.4,1.961493
7.4,9.600000000000001,1.989106
7.4,9.8,2.014491
7.4,10.0,2.03722
7.6,0.0,-0.0
7.6,0.2,0.04577604
7.6,0.4,0.09149964
7.6,0.6000000000000001,0.1371685
7.6,0.8,0.1827803
7.6,1.0,0.2283323
7.6,1.2,0.2738219
7.6,1.4,0.3192462
7.6,1.6,0.3646021
7.6,1.8,0.4098863
7.6,2.0,0.4550953
7.6,2.2,0.5002254
7.6,2.4,0.5452727
7.6,2.6,0.5902328
7.6,2.8,0.6351013
7.6,3.0,0.6798733
7.6,3.2,0.7245435
7.6,3.4,0.7691064
7.6,3.6,0.8135558
7.6,3.8,0.8578853
7.6,4.0,0.9020879
7.6,4.2,0.9461559
7.6,4.4,0.9900813
7.6,4.600000000000001,1.033855
7.6,4.800000000000001,1.077467
7.6,5.0,1.120908
7.6,5.2,1.164165
7.6,5.4,1.207227
7.6,5.600000000000001,1.250079
7.6,5.800000000000001,1.292706
7.6,6.0,1.335092
7.6,6.2,1.377219
7.6,6.4,1.419066
7.6,6.600000000000001,1.460611
7.6,6.800000000000001,1.50183
7.6,7.0,1.542694
7.6,7.2,1.583172
7.6,7.4,1.623229
7.6,7.600000000000001,1.662827
7.6,7.800000000000001,1.70192
7.6,8.0,1.740458
7.6,8.200000000000001,1.778383
7.6,8.4,1.815628
7.6,8.6,1.852117
7.6,8.8,1.887759
7.6,9.0,1.922449
7.6,9.200000000000001,1.956065
7.6,9.4,1.988458
7.6,9.600000000000001,2.019452
7.6,9.8,2.048831
7.6,10.0,2.07633
7.8,0.0,-0.0
7.8,0.2,0.04583408
7.8,0.4,0.091619
7.8,0.6000000000000001,0.1373527
7.8,0.8,0.183033
7.8,1.0,0.2286575
7.8,1.2,0.2742239
7.8,1.4,0.3197295
7.8,1.6,0.3651715
7.8,1.8,0.410547
7.8,2.0,0.455853
7.8,2.2,0.5010859
7.8,2.4,0.5462425
7.8,2.6,0.5913188
7.8,2.8,0.6363109
7.8,3.0,0.6812144
7.8,3.2,0.7260247
7.8,3.4,0.770737
7.8,3.6,0.8153459
7.8,3.8,0.8598459
7.8,4.0,0.9042306
7.8,4.2,0.9484937
7.8,4.4,0.992628
7.8,4.600000000000001,1.036626
7.8,4.800000000000001,1.080479
7.8,5.0,1.124178
7.8,5.2,1.167714
7.8,5.4,1.211076
7.8,5.600000000000001,1.254252
7.8,5.800000000000001,1.29723
7.8,6.0,1.339996
7.8,6.2,1.382535
7.8,6.4,1.42483
7.8,6.600000000000001,1.466864
7.8,6.800000000000001,1.508614
7.8,7.0,1.55006
7.8,7.2,1.591176
7.8,7.4,1.631935
7.8,7.600000000000001,1.672304
7.8,7.800000000000001,1.712251
7.8,8.0,1.751734
7.8,8.200000000000001,1.79071
7.8,8.4,1.829128
7.8,8.6,1.86693
7.8,8.8,1.904051
7.8,9.0,1.940412
7.8,9.200000000000001,1.975926
7.8,9.4,2.010489
7.8,9.600000000000001,2.043977
7.8,9.8,2.076245
7.8,10.0,2.107119
8.0,0.0,-0.0
8.0,0.2,0.04588857
8.0,0.4,0.09173097
8.0,0.6000000000000001,0.1375253
8.0,0.8,0.1832696
8.0,1.0,0.2289618
8.0,1.2,0.2745996
8.0,1.4,0.3201807
8.0,1.6,0.3657026
8.0,1.8,0.4111626
8.0,2.0,0.456558
8.0,2.2,0.5018858
8.0,2.4,0.5471429
8.0,2.6,0.5923257
8.0,2.8,0.637431
8.0,3.0,0.6824546
8.0,3.2,0.7273927
8.0,3.4,0.7722409
8.0,3.6,0.8169945
8.0,3.8,0.8616486
8.0,4.0,0.9061977
8.0,4.2,0.9506363
8.0,4.4,0.994958
8.0,4.600000000000001,1.039156
8.0,4.800000000000001,1.083224
8.0,5.0,1.127154
8.0,5.2,1.170937
8.0,5.4,1.214564
8.0,5.600000000000001,1.258026
8.0,5.800000000000001,1.301311
8.0,6.0,1.344409
8.0,6.2,1.387306
8.0,6.4,1.429989
8.0,6.600000000000001,1.472443
8.0,6.800000000000001,1.51465
8.0,7.0,1.556592
8.0,7.2,1.59825
8.0,7.4,1.6396
8.0,7.600000000000001,1.680618
8.0,7.800000000000001,1.721275
8.0,8.0,1.761542
8.0,8.200000000000001,1.801381
8.0,8.4,1.840756
8.0,8.6,1.87962
8.0,8.8,1.917924
8.0,9.0,1.955611
8.0,9.200000000000001,1.992613
8.0,9.4,2.028856
8.0,9.600000000000001,2.06425
8.0,9.8,2.098693
8.0,10.0,2.132064
